,eta,epsilon,sigma_init,mu,K,testing_mse,CB_size,tradeOff_dist
306,0.5,0.1,4.0,0.001,10,0.24803620178515437,15,0.24806569295451922
307,0.5,0.1,4.0,0.001,20,0.24803619779784306,15,0.24806568896768194
308,0.5,0.1,4.0,0.1,2,0.248926195466982,15,0.24895558120810654
309,0.5,0.1,4.0,0.1,5,0.24857626737697208,15,0.2486056944803717
310,0.5,0.1,4.0,0.1,10,0.2481080082990585,15,0.24813749093421106
311,0.5,0.1,4.0,0.1,20,0.2481076155686514,15,0.2481370982504666
312,0.5,0.1,4.0,0.1,2,0.248926195466982,15,0.24895558120810654
313,0.5,0.1,4.0,0.1,5,0.24857626737697208,15,0.2486056944803717
314,0.5,0.1,4.0,0.1,10,0.2481080082990585,15,0.24813749093421106
315,0.5,0.1,4.0,0.1,20,0.2481076155686514,15,0.2481370982504666
316,0.5,0.1,4.0,1.0,2,0.25643051541510753,15,0.2564590412932593
317,0.5,0.1,4.0,1.0,5,0.2531465206214499,15,0.2531754165153997
318,0.5,0.1,4.0,1.0,10,0.24872224318920208,15,0.24875165302379112
319,0.5,0.1,4.0,1.0,20,0.2487188358457429,15,0.24874824608318669
320,0.5,1.0,0.01,0.001,2,0.7847790554227699,4,0.7847797247987839
321,0.5,1.0,0.01,0.001,5,0.7847790554227699,4,0.7847797247987839
322,0.5,1.0,0.01,0.001,10,0.7847790554227699,4,0.7847797247987839
323,0.5,1.0,0.01,0.001,20,0.7847790554227699,4,0.7847797247987839
324,0.5,1.0,0.01,0.1,2,0.7847790554227699,4,0.7847797247987839
325,0.5,1.0,0.01,0.1,5,0.7847790554227699,4,0.7847797247987839
326,0.5,1.0,0.01,0.1,10,0.7847790554227699,4,0.7847797247987839
327,0.5,1.0,0.01,0.1,20,0.7847790554227699,4,0.7847797247987839
328,0.5,1.0,0.01,0.1,2,0.7847790554227699,4,0.7847797247987839
329,0.5,1.0,0.01,0.1,5,0.7847790554227699,4,0.7847797247987839
330,0.5,1.0,0.01,0.1,10,0.7847790554227699,4,0.7847797247987839
331,0.5,1.0,0.01,0.1,20,0.7847790554227699,4,0.7847797247987839
332,0.5,1.0,0.01,1.0,2,0.7847790554227699,4,0.7847797247987839
333,0.5,1.0,0.01,1.0,5,0.7847790554227699,4,0.7847797247987839
334,0.5,1.0,0.01,1.0,10,0.7847790554227699,4,0.7847797247987839
335,0.5,1.0,0.01,1.0,20,0.7847790554227699,4,0.7847797247987839
336,0.5,1.0,0.1,0.001,2,0.7767302717182799,4,0.7767309480306246
337,0.5,1.0,0.1,0.001,5,0.7767302717182799,4,0.7767309480306246
338,0.5,1.0,0.1,0.001,10,0.7767302717182799,4,0.7767309480306246
339,0.5,1.0,0.1,0.001,20,0.7767302717182799,4,0.7767309480306246
340,0.5,1.0,0.1,0.1,2,0.7767302717182799,4,0.7767309480306246
341,0.5,1.0,0.1,0.1,5,0.7767302717182799,4,0.7767309480306246
342,0.5,1.0,0.1,0.1,10,0.7767302717182799,4,0.7767309480306246
343,0.5,1.0,0.1,0.1,20,0.7767302717182799,4,0.7767309480306246
344,0.5,1.0,0.1,0.1,2,0.7767302717182799,4,0.7767309480306246
345,0.5,1.0,0.1,0.1,5,0.7767302717182799,4,0.7767309480306246
346,0.5,1.0,0.1,0.1,10,0.7767302717182799,4,0.7767309480306246
347,0.5,1.0,0.1,0.1,20,0.7767302717182799,4,0.7767309480306246
348,0.5,1.0,0.1,1.0,2,0.7767302717182799,4,0.7767309480306246
349,0.5,1.0,0.1,1.0,5,0.7767302717182799,4,0.7767309480306246
350,0.5,1.0,0.1,1.0,10,0.7767302717182799,4,0.7767309480306246
351,0.5,1.0,0.1,1.0,20,0.7767302717182799,4,0.7767309480306246
352,0.5,1.0,2.0,0.001,2,0.4482503347668504,4,0.44825150668301544
353,0.5,1.0,2.0,0.001,5,0.4482628301153647,4,0.4482640019988626
354,0.5,1.0,2.0,0.001,10,0.4482628301153647,4,0.4482640019988626
355,0.5,1.0,2.0,0.001,20,0.4482628301153647,4,0.4482640019988626
356,0.5,1.0,2.0,0.1,2,0.4470579623868584,4,0.447059137428696
357,0.5,1.0,2.0,0.1,5,0.4482628301153647,4,0.4482640019988626
358,0.5,1.0,2.0,0.1,10,0.4482628301153647,4,0.4482640019988626
359,0.5,1.0,2.0,0.1,20,0.4482628301153647,4,0.4482640019988626
360,0.5,1.0,2.0,0.1,2,0.4470579623868584,4,0.447059137428696
