,eta,epsilon,mu,K,testing_mse,CB_size,tradeOff_dist
229,0.9,1.0,0.1,10,1.600556385304546,11,1.6005587909115222
230,0.9,1.0,0.1,15,1.5921630495673702,11,1.592165511624865
231,0.9,1.0,0.1,20,1.5921630495673702,11,1.592165511624865
232,0.9,1.0,1.0,5,2.220874946084205,15,2.2208781970528055
233,0.9,1.0,1.0,10,3.175071135742728,10,3.175072305106077
234,0.9,1.0,1.0,15,1.5921630495673702,11,1.592165511624865
235,0.9,1.0,1.0,20,1.5921630495673702,11,1.592165511624865
236,0.9,1.0,1.5,5,1.751325311367629,1943,1.8174414457519459
237,0.9,1.0,1.5,10,1.6165785841790292,332,1.6187194690406594
238,0.9,1.0,1.5,15,1.5921630495673702,11,1.592165511624865
239,0.9,1.0,1.5,20,1.5921630495673702,11,1.592165511624865
240,0.9,2.0,0.1,5,0.9557400857829468,5,0.9557409362360673
241,0.9,2.0,0.1,10,0.9122677562344836,5,0.9122686472142398
242,0.9,2.0,0.1,15,0.9122677562344836,5,0.9122686472142398
243,0.9,2.0,0.1,20,0.9122677562344836,5,0.9122686472142398
244,0.9,2.0,0.1,5,0.9557400857829468,5,0.9557409362360673
245,0.9,2.0,0.1,10,0.9122677562344836,5,0.9122686472142398
246,0.9,2.0,0.1,15,0.9122677562344836,5,0.9122686472142398
247,0.9,2.0,0.1,20,0.9122677562344836,5,0.9122686472142398
248,0.9,2.0,1.0,5,1.7408725814535768,5,1.7408730483529924
249,0.9,2.0,1.0,10,0.9122677562344836,5,0.9122686472142398
250,0.9,2.0,1.0,15,0.9122677562344836,5,0.9122686472142398
251,0.9,2.0,1.0,20,0.9122677562344836,5,0.9122686472142398
252,0.9,2.0,1.5,5,0.8886195017148314,5,0.8886204164056299
253,0.9,2.0,1.5,10,0.9122677562344836,5,0.9122686472142398
254,0.9,2.0,1.5,15,0.9122677562344836,5,0.9122686472142398
255,0.9,2.0,1.5,20,0.9122677562344836,5,0.9122686472142398
