,eta,epsilon,sigma_init,mu,K,testing_mse,CB_size,tradeOff_dist
38,0.1,0.01,2.0,0.1,10,0.004153485841449725,2497,0.6242638175840685
39,0.1,0.01,2.0,0.1,20,0.004153482645232781,2497,0.6242638175628027
40,0.1,0.01,2.0,0.1,2,0.004153485883828589,2497,0.6242638175843505
41,0.1,0.01,2.0,0.1,5,0.004153485879717892,2497,0.624263817584323
42,0.1,0.01,2.0,0.1,10,0.004153485841449725,2497,0.6242638175840685
43,0.1,0.01,2.0,0.1,20,0.004153482645232781,2497,0.6242638175628027
44,0.1,0.01,2.0,1.0,2,0.004349365926357391,2497,0.6242651515854152
45,0.1,0.01,2.0,1.0,5,0.0043493658747734065,2497,0.6242651515850558
46,0.1,0.01,2.0,1.0,10,0.004349365394558538,2497,0.62426515158171
47,0.1,0.01,2.0,1.0,20,0.00434932528518191,2497,0.6242651513022622
48,0.1,0.1,0.01,0.001,2,1.1393065420525503,404,1.1437746267354156
49,0.1,0.1,0.01,0.001,5,1.1393065420525503,404,1.1437746267354156
50,0.1,0.1,0.01,0.001,10,1.1393065420525503,404,1.1437746267354156
51,0.1,0.1,0.01,0.001,20,1.1393065420525503,404,1.1437746267354156
52,0.1,0.1,0.01,0.1,2,1.1393065420525503,404,1.1437746267354156
53,0.1,0.1,0.01,0.1,5,1.1393065420525503,404,1.1437746267354156
54,0.1,0.1,0.01,0.1,10,1.1393065420525503,404,1.1437746267354156
55,0.1,0.1,0.01,0.1,20,1.1393065420525503,404,1.1437746267354156
56,0.1,0.1,0.01,0.1,2,1.1393065420525503,404,1.1437746267354156
57,0.1,0.1,0.01,0.1,5,1.1393065420525503,404,1.1437746267354156
58,0.1,0.1,0.01,0.1,10,1.1393065420525503,404,1.1437746267354156
59,0.1,0.1,0.01,0.1,20,1.1393065420525503,404,1.1437746267354156
60,0.1,0.1,0.01,1.0,2,1.13930654205255,404,1.1437746267354156
61,0.1,0.1,0.01,1.0,5,1.13930654205255,404,1.1437746267354156
62,0.1,0.1,0.01,1.0,10,1.13930654205255,404,1.1437746267354156
63,0.1,0.1,0.01,1.0,20,1.13930654205255,404,1.1437746267354156
64,0.1,0.1,0.1,0.001,2,0.06288035658220066,404,0.11897453191294642
65,0.1,0.1,0.1,0.001,5,0.06300097562807834,404,0.1190383254674297
66,0.1,0.1,0.1,0.001,10,0.0638426281277902,404,0.11948590362994001
67,0.1,0.1,0.1,0.001,20,0.06758452689296855,404,0.12152640978547169
68,0.1,0.1,0.1,0.1,2,0.006455852405925425,404,0.10120611656558656
69,0.1,0.1,0.1,0.1,5,0.0064574450307506815,404,0.10120621817025457
70,0.1,0.1,0.1,0.1,10,0.006464998246613321,404,0.10120670038257702
71,0.1,0.1,0.1,0.1,20,0.006745053790584353,404,0.10122497592312817
72,0.1,0.1,0.1,0.1,2,0.006455852405925425,404,0.10120611656558656
