,CB_0,CB_1,CB_2,TMSE_0,TMSE_1,TMSE_2,mean_CB,mean_TMSE
310,,7.0,7.0,,0.003731282988207508,0.003109104671165224,7.0,0.003420193829686366
311,,7.0,7.0,,0.0037440882350818177,0.0030546782243686733,7.0,0.0033993832297252455
312,,7.0,7.0,,0.00367651852287057,0.0029727149704167014,7.0,0.0033246167466436357
313,,7.0,7.0,,0.0036562905044732986,0.00295457061051873,7.0,0.0033054305574960145
314,,7.0,7.0,,0.0036222531932207608,0.0029628272414426947,7.0,0.0032925402173317278
315,,7.0,7.0,,0.003598895071672633,0.002939693139112736,7.0,0.0032692941053926844
316,,7.0,7.0,,0.0036231969403337848,0.0030219765249263914,7.0,0.0033225867326300883
317,,7.0,7.0,,0.0036424395046854297,0.0030447736075717596,7.0,0.0033436065561285944
318,,7.0,7.0,,0.0036113451095043897,0.0030115350471088317,7.0,0.003311440078306611
319,,7.0,7.0,,0.0035994358920901836,0.003044848666488128,7.0,0.0033221422792891558
320,,7.0,7.0,,0.0036622256473183555,0.003032160728062293,7.0,0.0033471931876903243
321,,7.0,7.0,,0.0036172371908656997,0.0030061558371902576,7.0,0.0033116965140279784
322,,7.0,7.0,,0.0036258707140039235,0.0030681009199678,7.0,0.003346985816985862
323,,7.0,7.0,,0.0036321462054947564,0.002985528193929518,7.0,0.0033088371997121373
324,,7.0,7.0,,0.003644195911534858,0.002921537309529565,7.0,0.0032828666105322113
325,,7.0,7.0,,0.0036633419644465886,0.0029005501428028607,7.0,0.0032819460536247244
326,,7.0,7.0,,0.0037137748939029725,0.0028288797164863714,7.0,0.0032713273051946717
327,,7.0,7.0,,0.003697313424633312,0.0028001905251342414,7.0,0.0032487519748837764
328,,7.0,7.0,,0.0036818569333288585,0.0027953506542086953,7.0,0.003238603793768777
329,,7.0,7.0,,0.003671305607313674,0.0027990161308995678,7.0,0.003235160869106621
330,,7.0,7.0,,0.0036430617229743566,0.002786599011420803,7.0,0.0032148303671975798
331,,7.0,7.0,,0.0036530640453192433,0.002812951896019318,7.0,0.0032330079706692806
332,,7.0,7.0,,0.003711381685400814,0.002818567983555005,7.0,0.0032649748344779094
333,,7.0,7.0,,0.0036879156518662202,0.002780851260827493,7.0,0.0032343834563468565
334,,7.0,7.0,,0.003692406017491639,0.002858914332697588,7.0,0.0032756601750946134
335,,7.0,7.0,,0.003727082613745788,0.002835241148185201,7.0,0.0032811618809654945
336,,7.0,7.0,,0.0036967348734217222,0.0028294777846020734,7.0,0.0032631063290118976
337,,7.0,7.0,,0.003709668637477903,0.002854562098841112,7.0,0.0032821153681595076
338,,7.0,7.0,,0.0037249868395906748,0.002855939056559342,7.0,0.0032904629480750083
339,,7.0,7.0,,0.0037541075760248975,0.002849983358775946,7.0,0.0033020454674004217
340,,7.0,7.0,,0.0038166960206113686,0.002861033706812849,7.0,0.0033388648637121088
341,,7.0,7.0,,0.003790807518063447,0.002861793768657565,7.0,0.0033263006433605063
342,,7.0,7.0,,0.003682754116403506,0.002896135528931979,7.0,0.003289444822667743
343,,7.0,7.0,,0.003693713595907834,0.0028726937365803253,7.0,0.0032832036662440796
344,,7.0,7.0,,0.0037079854164879834,0.0028508648080058418,7.0,0.0032794251122469126
345,,7.0,7.0,,0.003741883129255935,0.0028790647573560878,7.0,0.0033104739433060114
346,,7.0,7.0,,0.003635452768567209,0.0028370689348730304,7.0,0.0032362608517201197
347,,7.0,7.0,,0.003618482252904914,0.0028473903298729154,7.0,0.003232936291388915
348,,7.0,7.0,,0.0036160660325090105,0.0028788571724294044,7.0,0.0032474616024692074
349,,7.0,7.0,,0.0036683625046997335,0.0028873780780952507,7.0,0.003277870291397492
350,,7.0,7.0,,0.003694851768654841,0.0029085761765801532,7.0,0.0033017139726174973
351,,7.0,7.0,,0.003694132752503837,0.0030280387103352015,7.0,0.0033610857314195193
352,,7.0,7.0,,0.003662898861104422,0.0028677868658170402,7.0,0.003265342863460731
353,,7.0,7.0,,0.003710819138086298,0.0028142986669682456,7.0,0.0032625589025272717
354,,7.0,7.0,,0.0036983855113480696,0.002854042070242424,7.0,0.003276213790795247
355,,7.0,7.0,,0.003707850808330978,0.0028965417955665682,7.0,0.003302196301948773
356,,7.0,7.0,,0.0037515534724592674,0.002920540569836467,7.0,0.0033360470211478673
357,,7.0,7.0,,0.00382625712634503,0.0029327060320364184,7.0,0.003379481579190724
358,,7.0,7.0,,0.0037804996701680826,0.0029501777357714837,7.0,0.003365338702969783
359,,7.0,7.0,,0.0037842777170403806,0.0029791979944787826,7.0,0.0033817378557595814
360,,7.0,7.0,,0.0037700879897259727,0.0029232550785927504,7.0,0.0033466715341593616
361,,7.0,7.0,,0.0037653453248011324,0.002976611686997998,7.0,0.0033709785058995655
362,,7.0,7.0,,0.0037473795278606557,0.002821097618563898,7.0,0.0032842385732122768
363,,7.0,7.0,,0.003827771476073037,0.002893663338838032,7.0,0.0033607174074555346
364,,7.0,7.0,,0.003918168005839195,0.0029085552062365926,7.0,0.0034133616060378937
365,,7.0,7.0,,0.0038556042501852843,0.0028612745400182905,7.0,0.0033584393951017876
366,,7.0,7.0,,0.003810383859170949,0.00291501494188212,7.0,0.0033626994005265345
367,,7.0,7.0,,0.003722519247557189,0.003047661563865671,7.0,0.00338509040571143
368,,7.0,7.0,,0.0036658182061928457,0.0030512973282636833,7.0,0.0033585577672282643
369,,7.0,7.0,,0.003707153261925914,0.003017997414816511,7.0,0.0033625753383712126
370,,7.0,7.0,,0.0038392354841736346,0.003055478660325851,7.0,0.003447357072249743
371,,7.0,7.0,,0.0038446389880205313,0.003117765848197124,7.0,0.0034812024181088276
372,,7.0,7.0,,0.0038107637708905107,0.002977286445842067,7.0,0.0033940251083662888
373,,7.0,7.0,,0.0037370100855704936,0.0029619430387671265,7.0,0.0033494765621688103
374,,7.0,7.0,,0.0038507760203332175,0.0029006070506921965,7.0,0.003375691535512707
375,,7.0,7.0,,0.0038648246068485126,0.0028813008700377786,7.0,0.0033730627384431456
376,,7.0,7.0,,0.003771668814196485,0.002882285699093606,7.0,0.0033269772566450456
377,,7.0,7.0,,0.003816504872246712,0.002891994239612495,7.0,0.0033542495559296037
378,,7.0,7.0,,0.0038053356781250843,0.002909796537808077,7.0,0.0033575661079665803
379,,7.0,7.0,,0.003800971714163146,0.00287529186528032,7.0,0.0033381317897217327
380,,7.0,7.0,,0.003910614761352122,0.002891986943592781,7.0,0.0034013008524724515
381,,7.0,7.0,,0.0038705387529269176,0.002878578767688086,7.0,0.0033745587603075016
382,,7.0,7.0,,0.0038428246796918266,0.0028817399264284087,7.0,0.0033622823030601177
383,,7.0,7.0,,0.003852801574627586,0.003004201009182001,7.0,0.0034285012919047933
384,,7.0,7.0,,0.003930653517840611,0.003025078263325471,7.0,0.0034778658905830406
385,,7.0,7.0,,0.003962953687343563,0.002977432792625897,7.0,0.00347019323998473
386,,7.0,7.0,,0.003974749385585774,0.0029578630500382993,7.0,0.0034663062178120364
387,,7.0,7.0,,0.0039110797593032605,0.002949378767464041,7.0,0.0034302292633836507
388,,7.0,7.0,,0.003939778878022799,0.002928527167851878,7.0,0.0034341530229373383
389,,7.0,7.0,,0.004081571844646732,0.003018713410755951,7.0,0.0035501426277013415
390,,7.0,7.0,,0.004048196064425615,0.00307162830912553,7.0,0.0035599121867755726
391,,7.0,7.0,,0.0039384623658884205,0.0030898135826714535,7.0,0.0035141379742799368
392,,7.0,7.0,,0.00383673324018521,0.0030618735645817395,7.0,0.0034493034023834745
393,,7.0,7.0,,0.003785928329535671,0.002942476300194743,7.0,0.003364202314865207
394,,7.0,7.0,,0.0037324021366250616,0.0029205550552470266,7.0,0.0033264785959360443
395,,7.0,7.0,,0.0036551420906404857,0.0029255913844291053,7.0,0.0032903667375347957
396,,7.0,7.0,,0.003667861305310587,0.002963325531150357,7.0,0.003315593418230472
397,,7.0,7.0,,0.0036885538351803327,0.002925193897413493,7.0,0.0033068738662969128
398,,7.0,7.0,,0.003739838019664037,0.0029458738796841544,7.0,0.003342855949674096
399,,7.0,7.0,,0.0036885932591595562,0.0029465664184195094,7.0,0.003317579838789533
